0,40
1,0
2,46
3,44
4,13
5,44
6,2
7,5
8,47
9,45
10,47
11,32
12,13
13,32
14,37
15,3
16,24
17,18
18,10
19,18
20,40
21,23
22,1
23,18
24,5
25,31
26,37
27,47
28,31
29,14
30,13
31,26
32,42
33,30
34,34
35,22
36,45
37,15
38,27
39,20
40,1
41,18
42,36
43,35
44,23
45,38
46,32
47,4
48,5
49,23
50,32
51,46
52,33
53,15
54,34
55,29
56,47
57,2
58,31
59,34
60,48
61,18
62,42
63,18
64,31
65,20
66,46
67,32
68,35
69,23
70,12
71,47
72,39
73,18
74,27
75,5
76,38
77,18
78,1
79,18
80,31
81,18
82,14
83,34
84,34
85,32
86,18
87,11
88,13
89,9
90,18
91,18
92,5
93,37
94,18
95,32
96,43
97,16
98,27
99,34
100,35
101,30
102,2
103,18
104,37
105,2
106,29
107,39
108,16
109,32
110,31
111,32
112,45
113,24
114,31
115,37
116,13
117,18
118,23
119,11
120,32
121,18
122,18
123,18
124,37
125,37
126,26
127,1
128,18
129,33
130,32
131,24
132,43
133,2
134,42
135,17
136,18
137,31
138,5
139,18
140,31
141,38
142,34
143,20
144,43
145,43
146,32
147,47
148,34
149,23
150,18
151,24
152,24
153,24
154,18
155,17
156,18
157,19
158,2
159,32
160,30
161,11
162,38
163,24
164,13
165,32
166,37
167,24
168,20
169,37
170,8
171,44
172,47
173,5
174,40
175,32
176,37
177,45
178,39
179,33
180,35
181,30
182,43
183,15
184,34
185,13
186,24
187,18
188,38
189,0
190,35
191,31
192,13
193,18
194,13
195,13
196,10
197,35
198,3
199,5
200,43
201,18
202,26
203,28
204,16
205,34
206,31
207,15
208,3
209,40
210,31
211,18
212,2
213,44
214,40
215,42
216,32
217,17
218,13
219,31
220,48
221,13
222,18
223,34
224,31
225,17
226,34
227,18
228,18
229,19
230,10
231,18
232,1
233,3
234,43
235,45
236,22
237,0
238,38
239,1
240,13
241,20
242,5
243,31
244,32
245,37
246,46
247,29
248,31
249,34
250,24
251,23
252,18
253,18
254,20
255,26
256,4
257,12
258,5
259,11
260,32
261,33
262,45
263,40
264,17
265,11
266,38
267,1
268,18
269,5
270,34
271,32
272,13
273,23
274,48
275,20
276,48
277,31
278,29
279,42
280,27
281,18
282,24
283,5
284,32
285,37
286,31
287,20
288,32
289,40
290,5
291,2
292,24
293,32
294,10
295,40
296,31
297,31
298,32
299,9
300,47
301,37
302,30
303,14
304,44
305,1
306,35
307,33
308,46
309,17
310,24
311,27
312,33
313,37
314,1
315,11
316,1
317,13
318,27
319,44
320,23
321,18
322,14
323,22
324,18
325,23
326,8
327,39
328,27
329,17
330,18
331,34
332,46
333,24
334,13
335,5
336,18
337,35
338,44
339,48
340,11
341,23
342,3
343,13
344,33
345,27
346,32
347,17
348,31
349,31
350,24
351,24
352,44
353,18
354,17
355,37
356,45
357,7
358,27
359,31
360,18
361,17
362,44
363,32
364,24
365,32
366,31
367,2
368,37
369,18
370,32
371,26
372,36
373,46
374,44
375,24
376,45
377,23
378,5
379,18
380,44
381,14
382,23
383,27
384,18
385,32
386,18
387,13
388,1
389,18
390,5
391,18
392,39
393,3
394,1
395,35
396,40
397,15
398,13
399,18
400,38
401,38
402,31
403,37
404,13
405,15
406,15
407,3
408,2
409,18
410,41
411,38
412,34
413,32
414,35
415,13
416,13
417,26
418,44
419,20
420,10
421,3
422,31
423,17
424,46
425,15
426,44
427,34
428,31
429,32
430,23
431,46
432,11
433,36
434,24
435,48
436,18
437,43
438,24
439,40
440,15
441,40
442,32
443,32
444,0
445,46
446,32
447,36
448,45
449,39
450,36
451,44
452,40
453,32
454,14
455,49
456,23
457,5
458,31
459,34
460,43
461,26
462,37
463,31
464,24
465,16
466,40
467,18
468,45
469,33
470,5
471,13
472,32
473,13
474,35
475,13
476,18
477,26
478,31
479,39
480,40
481,14
482,5
483,18
484,38
485,34
486,40
487,1
488,12
489,23
490,45
491,18
492,32
493,32
494,40
495,1
496,12
497,27
498,21
499,18
500,26
501,7
502,40
503,30
504,5
505,19
506,18
507,14
508,32
509,18
510,39
511,34
512,13
513,18
514,22
515,18
516,41
517,38
518,31
519,45
520,18
521,18
522,18
523,37
524,48
525,0
526,10
527,29
528,18
529,34
530,1
531,19
532,18
533,31
534,15
535,4
536,18
537,44
538,32
539,15
540,34
541,44
542,32
543,40
544,3
545,46
546,11
547,14
548,2
549,20
550,42
551,37
552,31
553,18
554,21
555,32
556,23
557,1
558,30
559,29
560,35
561,31
562,48
563,9
564,22
565,20
566,7
567,18
568,18
569,24
570,44
571,43
572,18
573,34
574,3
575,38
576,38
577,32
578,24
579,16
580,44
581,24
582,32
583,24
584,48
585,33
586,5
587,39
588,18
589,29
590,24
591,5
592,46
593,18
594,37
595,31
596,40
597,38
598,31
599,24
600,13
601,22
602,30
603,31
604,37
605,16
606,33
607,38
608,18
609,24
610,18
611,48
612,16
613,5
614,38
615,40
616,47
617,8
618,28
619,13
620,30
621,32
622,35
623,34
624,20
625,11
626,18
627,24
628,18
629,23
630,24
631,23
632,13
633,27
634,25
635,26
636,33
637,18
638,32
639,35
640,44
641,37
642,18
643,44
644,18
645,36
646,31
647,18
648,44
649,23
650,32
651,18
652,18
653,18
654,13
655,9
656,18
657,31
658,31
659,12
660,38
661,43
662,23
663,18
664,40
665,0
666,49
667,23
668,40
669,17
670,13
671,44
672,43
673,42
674,18
675,15
676,1
677,2
678,33
679,27
680,31
681,31
682,1
683,13
684,18
685,18
686,46
687,39
688,13
689,3
690,30
691,32
692,14
693,26
694,34
695,47
696,32
697,18
698,11
699,20
700,49
701,15
702,31
703,34
704,18
705,30
706,26
707,1
708,28
709,44
710,29
711,5
712,37
713,16
714,18
715,42
716,11
717,18
718,1
719,38
720,33
721,34
722,18
723,5
724,40
725,38
726,18
727,10
728,29
729,1
730,15
731,37
732,5
733,34
734,11
735,23
736,5
737,13
738,43
739,39
740,4
741,18
742,18
743,13
744,3
745,7
746,37
747,46
748,49
749,16
750,18
751,48
752,13
753,18
754,12
755,13
756,42
757,18
758,18
759,18
760,14
761,18
762,27
763,47
764,18
765,2
766,24
767,43
768,32
769,34
770,34
771,18
772,37
773,17
774,31
775,13
776,17
777,0
778,22
779,23
780,18
781,12
782,46
783,47
784,44
785,13
786,26
787,40
788,24
789,36
790,24
791,16
792,44
793,30
794,3
795,37
796,8
797,40
798,24
799,1
800,23
801,1
802,28
803,43
804,38
805,32
806,5
807,32
808,32
809,18
810,22
811,13
812,47
813,18
814,0
815,42
816,18
817,30
818,32
819,23
820,23
821,5
822,40
823,18
824,24
825,18
826,38
827,30
828,49
829,30
830,15
831,30
832,39
833,13
834,37
835,30
836,32
837,33
838,30
839,26
840,49
841,34
842,24
843,18
844,5
845,37
846,28
847,32
848,29
849,5
850,14
851,24
852,23
853,33
854,35
855,12
856,1
857,14
858,23
859,44
860,31
861,18
862,43
863,1
864,32
865,32
866,0
867,0
868,32
869,5
870,13
871,0
872,32
873,35
874,3
875,33
876,38
877,18
878,46
879,13
880,8
881,30
882,22
883,24
884,46
885,18
886,5
887,32
888,34
889,45
890,40
891,5
892,44
893,14
894,40
895,43
896,43
897,47
898,5
899,43
900,13
901,0
902,40
903,38
904,13
905,11
906,2
907,15
908,32
909,39
910,31
911,44
912,40
913,37
914,38
915,10
916,46
917,42
918,19
919,40
920,31
921,23
922,32
923,30
924,5
925,16
926,18
927,18
928,18
929,24
930,5
931,18
932,16
933,14
934,24
935,18
936,37
937,1
938,31
939,8
940,19
941,16
942,5
943,18
944,27
945,13
946,24
947,1
948,24
949,12
950,48
951,21
952,26
953,32
954,5
955,46
956,10
957,18
958,24
959,18
960,1
961,32
962,43
963,32
964,18
965,3
966,17
967,13
968,40
969,18
970,32
971,18
972,16
973,32
974,10
975,10
976,35
977,14
978,5
979,30
980,18
981,44
982,36
983,21
984,4
985,22
986,39
987,49
988,18
989,18
990,31
991,18
992,3
993,20
994,19
995,31
996,0
997,41
998,49
999,16
1000,18
1001,10
1002,18
1003,24
1004,45
1005,41
1006,42
1007,48
1008,40
1009,32
1010,22
1011,18
1012,32
1013,34
1014,11
1015,5
1016,33
1017,16
1018,20
1019,38
1020,24
1021,49
1022,32
1023,24
1024,18
1025,0
1026,38
1027,1
1028,44
1029,32
1030,48
1031,40
1032,18
1033,18
1034,18
1035,36
1036,35
1037,3
1038,32
1039,32
1040,13
1041,36
1042,2
1043,43
1044,18
1045,18
1046,23
1047,18
1048,45
1049,18
1050,17
1051,21
1052,24
1053,11
1054,18
1055,5
1056,5
1057,35
1058,38
1059,7
1060,5
1061,20
1062,44
1063,18
1064,7
1065,34
1066,13
1067,18
1068,5
1069,43
1070,20
1071,10
1072,32
1073,17
1074,13
1075,43
1076,5
1077,18
1078,32
1079,32
1080,24
1081,13
1082,3
1083,22
1084,40
1085,30
1086,34
1087,31
1088,18
1089,22
1090,11
1091,1
1092,32
1093,18
1094,44
1095,5
1096,18
1097,18
1098,22
1099,3
1100,17
1101,27
1102,40
1103,44
1104,17
1105,22
1106,26
1107,33
1108,45
1109,32
1110,40
1111,40
1112,48
1113,36
1114,46
1115,38
1116,27
1117,34
1118,14
1119,16
1120,24
1121,37
1122,23
1123,18
1124,3
1125,23
1126,22
1127,31
1128,23
1129,29
1130,38
1131,32
1132,44
1133,1
1134,1
1135,26
1136,39
1137,40
1138,44
1139,18
1140,12
1141,31
1142,16
1143,10
1144,24
1145,0
1146,1
1147,5
1148,47
1149,43
1150,38
1151,30
1152,25
1153,42
1154,31
1155,5
1156,21
1157,1
1158,40
1159,31
1160,32
1161,5
1162,11
1163,12
1164,1
1165,4
1166,14
1167,1
1168,18
1169,11
1170,30
1171,37
1172,5
1173,1
1174,23
1175,14
1176,13
1177,23
1178,23
1179,27
1180,10
1181,16
1182,13
1183,30
1184,35
1185,36
1186,2
1187,18
1188,0
1189,18
1190,45
1191,18
1192,18
1193,12
1194,13
1195,31
1196,31
1197,24
1198,27
1199,22
1200,18
1201,43
1202,31
1203,37
1204,15
1205,20
1206,31
1207,26
1208,14
1209,18
1210,10
1211,10
1212,32
1213,16
1214,30
1215,18
1216,44
1217,36
1218,46
1219,35
1220,16
1221,13
1222,36
1223,39
1224,11
1225,18
1226,18
1227,18
1228,38
1229,38
1230,8
1231,32
1232,32
1233,29
1234,27
1235,34
1236,38
1237,48
1238,44
1239,24
1240,44
1241,33
1242,34
1243,24
1244,14
1245,32
1246,32
1247,18
1248,35
1249,1
1250,43
1251,31
1252,23
1253,23
1254,1
1255,22
1256,40
1257,2
1258,32
1259,34
1260,32
1261,30
1262,41
1263,36
1264,11
1265,40
1266,20
1267,25
1268,42
1269,12
1270,10
1271,23
1272,33
1273,48
1274,32
1275,42
1276,18
1277,31
1278,18
1279,46
1280,49
1281,18
1282,3
1283,12
1284,23
1285,3
1286,34
1287,32
1288,17
1289,24
1290,26
1291,44
1292,5
1293,2
1294,32
1295,15
1296,18
1297,11
1298,8
1299,0
1300,44
1301,18
1302,37
1303,18
1304,38
1305,23
1306,24
1307,30
1308,48
1309,43
1310,2
1311,32
1312,5
1313,18
1314,18
1315,22
1316,18
1317,23
1318,13
1319,31
1320,43
1321,38
1322,15
1323,31
1324,24
1325,44
1326,18
1327,30
1328,10
1329,10
1330,45
1331,38
1332,12
1333,20
1334,44
1335,18
1336,24
1337,33
1338,32
1339,16
1340,23
1341,26
1342,15
1343,16
1344,17
1345,10
1346,18
1347,26
1348,10
1349,18
1350,5
1351,24
1352,18
1353,12
1354,12
1355,38
1356,33
1357,31
1358,30
1359,18
1360,32
1361,31
1362,18
1363,40
1364,34
1365,24
1366,38
1367,14
1368,7
1369,24
1370,48
1371,13
1372,37
1373,13
1374,45
1375,14
1376,23
1377,38
1378,31
1379,23
1380,12
1381,33
1382,23
1383,13
1384,18
1385,18
1386,15
1387,34
1388,24
1389,13
1390,23
1391,46
1392,22
1393,18
1394,48
1395,43
1396,20
1397,36
1398,23
1399,43
1400,31
1401,33
1402,46
1403,20
1404,34
1405,34
1406,18
1407,1
1408,22
1409,32
1410,18
1411,46
1412,23
1413,3
1414,46
1415,15
1416,39
1417,0
1418,18
1419,43
1420,32
1421,17
1422,15
1423,0
1424,34
1425,0
1426,31
1427,42
1428,10
1429,42
1430,11
1431,38
1432,31
1433,20
1434,32
1435,27
1436,40
1437,16
1438,13
1439,5
1440,13
1441,46
1442,5
1443,3
1444,31
1445,32
1446,23
1447,23
1448,38
1449,10
1450,11
1451,1
1452,47
1453,31
1454,45
1455,38
1456,32
1457,33
1458,32
1459,9
1460,18
1461,3
1462,35
1463,27
1464,33
1465,5
1466,32
1467,5
1468,18
1469,1
1470,13
1471,24
1472,1
1473,5
1474,24
1475,45
1476,18
1477,16
1478,24
1479,31
1480,11
1481,7
1482,40
1483,2
1484,12
1485,17
1486,34
1487,5
1488,47
1489,26
1490,2
1491,24
1492,7
1493,38
1494,32
1495,34
1496,42
1497,3
1498,31
1499,29
1500,18
1501,46
1502,32
1503,22
1504,3
1505,1
1506,23
1507,31
1508,33
1509,14
1510,14
1511,33
1512,35
1513,43
1514,44
1515,48
1516,18
1517,44
1518,38
1519,17
1520,34
1521,13
1522,27
1523,18
1524,18
1525,32
1526,46
1527,3
1528,22
1529,1
1530,14
1531,25
1532,1
1533,42
1534,1
1535,30
1536,44
1537,15
1538,31
1539,1
1540,23
1541,48
1542,18
1543,45
1544,18
1545,37
1546,18
1547,31
1548,23
1549,18
1550,19
1551,18
1552,13
1553,40
1554,23
1555,34
1556,48
1557,38
1558,15
1559,23
1560,15
1561,17
1562,37
1563,14
1564,40
1565,24
1566,3
1567,48
1568,18
1569,20
1570,43
1571,13
1572,43
1573,18
1574,37
1575,11
1576,44
1577,7
1578,32
1579,43
1580,18
1581,18
1582,1
1583,31
1584,35
1585,46
1586,42
1587,14
1588,11
1589,24
1590,48
1591,1
1592,38
1593,44
1594,44
1595,32
1596,32
1597,5
1598,37
1599,13
1600,38
1601,23
1602,13
1603,18
1604,13
1605,35
1606,18
1607,15
1608,1
1609,18
1610,23
1611,5
1612,44
1613,1
1614,10
1615,23
1616,49
1617,44
1618,18
1619,18
1620,38
1621,32
1622,29
1623,45
1624,32
1625,1
1626,31
1627,24
1628,18
1629,13
1630,26
1631,18
1632,26
1633,31
1634,13
1635,40
1636,15
1637,1
1638,18
1639,45
1640,31
1641,18
1642,18
1643,27
1644,40
1645,19
1646,18
1647,35
1648,31
1649,19
1650,26
1651,38
1652,40
1653,18
1654,24
1655,28
1656,18
1657,24
1658,45
1659,18
1660,43
1661,5
1662,42
1663,17
1664,43
1665,24
1666,24
1667,18
1668,26
1669,37
1670,13
1671,38
1672,5
1673,23
1674,49
1675,1
1676,5
1677,12
1678,4
1679,17
1680,46
1681,15
1682,35
1683,40
1684,32
1685,27
1686,32
1687,13
1688,34
1689,22
1690,18
1691,42
1692,23
1693,17
1694,40
1695,15
1696,39
1697,31
1698,28
1699,49
1700,13
1701,2
1702,43
1703,18
1704,13
1705,26
1706,16
1707,18
1708,30
1709,15
1710,44
1711,1
1712,16
1713,37
1714,33
1715,13
1716,27
1717,26
1718,44
1719,2
1720,44
1721,46
1722,2
1723,27
1724,13
1725,47
1726,46
1727,16
1728,43
1729,28
1730,24
1731,32
1732,1
1733,44
1734,11
1735,18
1736,47
1737,18
1738,32
1739,0
1740,16
1741,27
1742,34
1743,31
1744,26
1745,23
1746,18
1747,40
1748,47
1749,33
1750,34
1751,32
1752,23
1753,18
1754,18
1755,30
1756,29
1757,18
1758,39
1759,23
1760,34
1761,47
1762,3
1763,40
1764,16
1765,37
1766,18
1767,5
1768,23
1769,18
1770,30
1771,33
1772,17
1773,1
1774,24
1775,40
1776,31
1777,5
1778,40
1779,39
1780,10
1781,5
1782,48
1783,36
1784,24
1785,44
1786,18
1787,14
1788,11
1789,33
1790,3
1791,34
1792,18
1793,16
1794,18
1795,32
1796,18
1797,32
1798,5
1799,5
1800,33
1801,32
1802,40
1803,22
1804,18
1805,40
1806,36
1807,41
1808,44
1809,18
1810,18
1811,7
1812,13
1813,45
1814,46
1815,13
1816,18
1817,30
1818,5
1819,0
1820,24
1821,36
1822,40
1823,18
1824,18
1825,40
1826,36
1827,41
1828,30
1829,15
1830,45
1831,14
1832,20
1833,13
1834,30
1835,24
1836,18
1837,0
1838,31
1839,32
1840,42
1841,0
1842,24
1843,15
1844,0
1845,40
1846,45
1847,24
1848,5
1849,46
1850,1
1851,13
1852,43
1853,26
1854,37
1855,23
1856,17
1857,40
1858,39
1859,30
1860,32
1861,40
1862,48
1863,27
1864,27
1865,44
1866,39
1867,24
1868,17
1869,2
1870,32
1871,23
1872,33
1873,13
1874,36
1875,23
1876,35
1877,47
1878,43
1879,33
1880,1
1881,38
1882,13
1883,44
1884,15
1885,18
1886,23
1887,26
1888,44
1889,34
1890,14
1891,23
1892,18
1893,18
1894,2
1895,10
1896,18
1897,38
1898,13
1899,32
1900,13
1901,5
1902,44
1903,23
1904,2
1905,22
1906,4
1907,44
1908,32
1909,23
1910,13
1911,37
1912,17
1913,23
1914,38
1915,5
1916,24
1917,18
1918,24
1919,18
1920,5
1921,23
1922,20
1923,34
1924,13
1925,40
1926,34
1927,40
1928,29
1929,39
1930,27
1931,48
1932,34
1933,38
1934,3
1935,40
1936,11
1937,42
1938,5
1939,11
1940,18
1941,26
1942,18
1943,3
1944,23
1945,31
1946,23
1947,44
1948,25
1949,41
1950,32
1951,26
1952,40
1953,12
1954,23
1955,11
1956,23
1957,27
1958,15
1959,2
1960,32
1961,30
1962,15
1963,14
1964,2
1965,29
1966,1
1967,13
1968,2
1969,31
1970,38
1971,45
1972,35
1973,24
1974,48
1975,14
1976,29
1977,32
1978,32
1979,33
1980,18
1981,13
1982,31
1983,38
1984,11
1985,18
1986,12
1987,33
1988,0
1989,40
1990,32
1991,24
1992,23
1993,31
1994,18
1995,20
1996,18
1997,45
1998,13
1999,39
2000,12
2001,27
2002,2
2003,18
2004,18
2005,12
2006,21
2007,11
2008,41
2009,31
2010,23
2011,39
2012,44
2013,2
2014,40
2015,5
2016,40
2017,13
2018,18
2019,24
2020,36
2021,45
2022,23
2023,18
2024,0
2025,29
2026,33
2027,7
2028,24
2029,5
2030,32
2031,38
2032,5
2033,32
2034,44
2035,17
2036,32
2037,3
2038,13
2039,10
2040,24
2041,24
2042,18
2043,3
2044,3
2045,18
2046,4
2047,0
2048,27
2049,18
2050,10
2051,8
2052,18
2053,5
2054,40
2055,5
2056,37
2057,1
2058,33
2059,38
2060,1
2061,23
2062,17
2063,43
2064,17
2065,18
2066,11
2067,12
2068,13
2069,40
2070,33
2071,45
2072,18
2073,38
2074,34
2075,13
2076,46
2077,0
2078,11
2079,18
2080,38
2081,49
2082,18
